Route_ID,Time,Day,Weather,Traffic_Volume,Congestion_Level
18,05:50,Weekend,Clear,524,Low
2,09:19,Weekend,Clear,1594,High
16,18:38,Weekday,Clear,1148,High
9,03:50,Weekday,Clear,237,Low
5,00:58,Weekend,Foggy,953,Medium
1,19:29,Weekday,Clear,1530,High
8,04:58,Weekday,Rainy,223,Medium
5,06:06,Weekend,Rainy,1009,Medium
5,19:25,Weekday,Clear,1157,High
14,23:39,Weekday,Clear,1538,High
10,19:15,Weekend,Clear,1361,High
7,21:54,Weekday,Rainy,949,High
6,14:51,Weekday,Rainy,264,Medium
19,03:28,Weekday,Foggy,1618,High
9,09:35,Weekend,Clear,515,Medium
19,06:55,Weekend,Foggy,1563,Medium
3,05:17,Weekend,Rainy,1166,Medium
7,19:58,Weekday,Clear,1600,High
9,06:06,Weekday,Foggy,934,High
7,15:43,Weekend,Clear,1119,Medium
6,22:40,Weekend,Clear,1574,Medium
11,15:23,Weekend,Clear,1989,Medium
19,15:30,Weekend,Clear,425,Low
4,03:27,Weekday,Rainy,1237,High
9,12:41,Weekend,Foggy,1515,Medium
2,17:02,Weekend,Rainy,225,High
1,03:34,Weekend,Rainy,1511,Medium
17,13:52,Weekday,Clear,694,Low
19,06:02,Weekday,Clear,937,Medium
8,03:10,Weekday,Foggy,585,Medium
3,12:36,Weekend,Clear,1114,Medium
12,04:48,Weekday,Clear,815,Medium
18,12:54,Weekend,Clear,265,Low
9,06:11,Weekday,Clear,297,Low
7,23:12,Weekend,Foggy,1329,Medium
11,02:57,Weekend,Rainy,775,Medium
8,01:53,Weekday,Clear,330,Low
6,06:58,Weekday,Rainy,836,High
12,13:40,Weekend,Clear,542,Low
3,05:25,Weekend,Clear,901,Medium
15,01:18,Weekday,Clear,1447,Medium
4,07:49,Weekend,Rainy,1803,High
1,21:03,Weekend,Clear,1551,Medium
17,20:02,Weekday,Clear,712,Low
10,09:24,Weekend,Clear,1279,High
10,00:03,Weekend,Clear,700,Low
15,05:48,Weekend,Clear,1463,Medium
18,11:55,Weekend,Clear,133,Low
10,03:55,Weekday,Clear,1817,High
1,18:04,Weekday,Clear,736,Medium
8,13:20,Weekend,Clear,1130,Medium
13,21:13,Weekday,Clear,342,Low
12,09:09,Weekday,Clear,1169,High
3,08:16,Weekend,Clear,839,High
15,14:33,Weekend,Rainy,1904,Medium
15,10:23,Weekday,Clear,411,Low
18,08:10,Weekend,Clear,1700,High
16,03:07,Weekend,Rainy,1719,Medium
8,23:25,Weekday,Rainy,1713,High
7,02:48,Weekend,Rainy,104,Medium
8,14:59,Weekend,Clear,525,Low
5,17:05,Weekend,Clear,1282,High
2,07:02,Weekend,Clear,248,Medium
6,01:51,Weekday,Clear,1817,High
1,23:42,Weekday,Clear,1606,High
16,15:07,Weekend,Foggy,513,Medium
6,23:37,Weekend,Clear,891,Medium
18,04:06,Weekend,Rainy,961,Medium
3,19:02,Weekend,Rainy,208,High
12,08:08,Weekday,Rainy,1255,High
11,15:40,Weekday,Rainy,902,High
3,22:22,Weekday,Foggy,211,Medium
16,04:58,Weekday,Rainy,1774,High
4,11:17,Weekday,Clear,1741,High
1,22:17,Weekday,Clear,362,Low
1,07:41,Weekday,Clear,1561,High
6,01:56,Weekday,Clear,1205,Medium
4,04:01,Weekday,Clear,1143,Medium
1,09:45,Weekend,Rainy,413,High
14,00:34,Weekend,Clear,956,Medium
10,18:11,Weekday,Clear,1832,High
5,10:54,Weekend,Clear,782,Low
19,18:55,Weekend,Rainy,526,High
4,21:28,Weekday,Clear,535,Low
7,20:00,Weekend,Clear,924,Medium
18,10:23,Weekend,Rainy,162,Medium
2,06:40,Weekend,Clear,261,Low
17,14:23,Weekday,Clear,1186,Medium
12,14:01,Weekday,Rainy,258,Medium
17,19:58,Weekend,Clear,1935,High
18,12:12,Weekday,Clear,1171,Medium
8,06:38,Weekday,Clear,1543,High
2,08:02,Weekend,Clear,235,Medium
4,10:58,Weekend,Clear,1518,Medium
13,21:36,Weekday,Clear,1262,Medium
1,06:03,Weekday,Rainy,1796,High
10,04:10,Weekday,Rainy,988,High
7,09:57,Weekday,Clear,1509,High
18,17:07,Weekday,Clear,242,Medium
6,10:38,Weekday,Clear,686,Low
12,16:10,Weekday,Rainy,931,High
5,04:44,Weekend,Clear,572,Low
13,04:50,Weekend,Clear,225,Low
2,01:34,Weekday,Clear,1029,Medium
19,08:50,Weekday,Clear,753,Medium
6,02:05,Weekend,Clear,322,Low
14,18:43,Weekday,Clear,778,Medium
16,23:48,Weekend,Rainy,1921,Medium
12,23:21,Weekday,Clear,911,Medium
19,13:54,Weekend,Clear,532,Low
16,12:26,Weekend,Clear,1956,Medium
3,08:59,Weekend,Rainy,1222,High
9,18:31,Weekday,Clear,1781,High
13,18:24,Weekend,Clear,358,Medium
12,19:24,Weekend,Clear,867,High
11,07:18,Weekday,Rainy,1174,High
2,00:53,Weekend,Clear,781,Low
10,11:38,Weekend,Clear,195,Low
19,10:55,Weekend,Clear,283,Low
2,08:47,Weekend,Clear,247,Medium
14,14:35,Weekday,Clear,1688,High
12,20:31,Weekday,Clear,921,Medium
19,07:28,Weekend,Clear,942,High
19,19:45,Weekday,Rainy,1474,High
3,12:07,Weekend,Clear,354,Low
16,04:52,Weekday,Clear,664,Low
19,18:33,Weekend,Clear,703,Medium
5,22:34,Weekday,Clear,265,Low
5,15:09,Weekday,Clear,820,Medium
14,06:56,Weekend,Clear,716,Low
3,20:38,Weekday,Clear,848,Medium
5,02:32,Weekend,Clear,1711,Medium
1,11:45,Weekend,Rainy,582,Medium
11,15:41,Weekend,Clear,1799,Medium
12,23:40,Weekend,Rainy,564,Medium
11,20:27,Weekend,Clear,1475,Medium
3,15:49,Weekday,Clear,1235,Medium
11,16:57,Weekend,Clear,1876,Medium
3,10:46,Weekend,Clear,1434,Medium
6,17:54,Weekday,Clear,660,Medium
6,16:09,Weekday,Clear,785,Low
8,11:23,Weekend,Clear,481,Low
11,03:44,Weekday,Clear,478,Low
3,04:49,Weekday,Clear,134,Low
11,14:07,Weekend,Rainy,1677,Medium
6,01:16,Weekday,Rainy,1362,High
8,22:39,Weekend,Rainy,121,Medium
2,21:25,Weekend,Clear,467,Low
13,20:17,Weekday,Clear,778,Low
12,04:21,Weekend,Clear,1077,Medium
2,13:37,Weekend,Clear,756,Low
8,03:58,Weekday,Clear,608,Low
19,00:47,Weekday,Clear,1009,Medium
3,19:49,Weekday,Foggy,583,High
18,18:46,Weekend,Clear,995,High
3,18:45,Weekday,Rainy,596,High
7,08:19,Weekday,Clear,1037,High
5,20:24,Weekend,Foggy,1455,Medium
16,14:49,Weekday,Clear,367,Low
18,07:07,Weekend,Rainy,1247,High
11,08:06,Weekday,Clear,1410,High
11,17:03,Weekend,Clear,607,Medium
16,06:39,Weekday,Clear,1217,Medium
19,05:54,Weekend,Rainy,1406,Medium
8,04:52,Weekday,Clear,969,Medium
16,17:29,Weekday,Foggy,1754,High
18,16:07,Weekend,Rainy,382,Medium
14,07:30,Weekend,Rainy,1725,High
16,23:50,Weekday,Rainy,1994,High
6,04:14,Weekday,Rainy,771,Medium
4,12:20,Weekend,Clear,443,Low
5,01:40,Weekday,Clear,1449,Medium
4,21:40,Weekend,Clear,1474,Medium
11,22:41,Weekend,Rainy,829,Medium
12,03:32,Weekday,Clear,852,Medium
2,21:53,Weekend,Foggy,1444,Medium
6,23:28,Weekday,Clear,1714,High
2,02:15,Weekend,Clear,107,Low
10,07:27,Weekday,Foggy,740,High
18,20:59,Weekday,Clear,1392,Medium
11,11:55,Weekend,Clear,167,Low
18,09:25,Weekend,Clear,1635,High
16,06:35,Weekday,Clear,1942,High
6,10:21,Weekend,Clear,1890,Medium
12,08:28,Weekend,Clear,653,Medium
12,15:31,Weekend,Rainy,225,Medium
7,10:03,Weekend,Foggy,635,Medium
12,07:56,Weekday,Clear,442,Medium
9,15:42,Weekday,Clear,148,Low
14,07:46,Weekday,Clear,1619,High
13,15:25,Weekday,Clear,933,Medium
18,07:31,Weekday,Clear,1653,High
16,03:29,Weekend,Clear,1117,Medium
16,00:04,Weekend,Clear,1612,Medium
15,16:29,Weekday,Clear,945,Medium
9,23:57,Weekday,Foggy,1312,High
14,18:50,Weekend,Rainy,426,High
3,10:19,Weekday,Clear,1285,Medium
8,22:59,Weekday,Clear,287,Low
1,07:04,Weekend,Clear,1634,High
2,15:22,Weekday,Clear,801,Medium
10,12:14,Weekday,Clear,110,Low
7,18:51,Weekend,Clear,1805,High
5,02:18,Weekday,Foggy,1538,High
19,03:33,Weekday,Foggy,1866,High
3,07:36,Weekday,Clear,1235,High
11,17:11,Weekday,Foggy,1154,High
3,03:48,Weekend,Rainy,654,Medium
6,16:01,Weekday,Rainy,1452,High
5,10:26,Weekday,Rainy,1074,High
3,11:03,Weekday,Clear,427,Low
8,12:00,Weekend,Clear,1073,Medium
1,11:07,Weekend,Clear,1918,Medium
14,15:46,Weekday,Clear,1815,High
4,00:37,Weekday,Clear,1452,Medium
16,06:33,Weekend,Foggy,1732,Medium
18,10:52,Weekend,Clear,852,Medium
7,10:04,Weekday,Clear,875,Medium
3,02:18,Weekend,Clear,210,Low
7,10:15,Weekend,Clear,458,Low
16,06:06,Weekend,Clear,1115,Medium
6,19:09,Weekend,Rainy,1097,High
3,23:23,Weekend,Clear,1749,Medium
7,02:32,Weekday,Clear,1550,High
13,22:17,Weekend,Clear,1380,Medium
10,07:52,Weekday,Clear,1880,High
15,20:15,Weekday,Clear,1873,High
9,10:35,Weekend,Clear,1838,Medium
3,05:00,Weekend,Clear,689,Low
3,03:18,Weekday,Foggy,1929,High
9,19:15,Weekend,Clear,412,Medium
1,12:45,Weekend,Clear,1841,Medium
11,12:44,Weekday,Clear,243,Low
17,06:05,Weekday,Clear,1315,Medium
7,20:48,Weekday,Clear,1399,Medium
9,08:33,Weekday,Clear,899,High
18,21:47,Weekend,Clear,124,Low
5,18:12,Weekday,Clear,932,High
15,16:05,Weekend,Rainy,1475,Medium
7,02:01,Weekday,Clear,1974,High
9,19:54,Weekend,Clear,1425,High
18,01:29,Weekday,Clear,1403,Medium
10,14:32,Weekend,Rainy,191,Medium
6,22:20,Weekend,Clear,528,Low
12,23:05,Weekday,Clear,304,Low
7,12:08,Weekday,Clear,1147,Medium
4,17:57,Weekend,Clear,1136,High
18,03:46,Weekday,Clear,437,Low
16,05:41,Weekend,Clear,1793,Medium
9,11:15,Weekday,Rainy,1615,High
18,11:58,Weekend,Clear,1217,Medium
8,13:37,Weekday,Clear,494,Low
1,08:29,Weekday,Clear,742,Medium
3,06:07,Weekday,Clear,1152,Medium
6,15:51,Weekday,Foggy,861,High
1,10:51,Weekend,Foggy,1432,Medium
1,07:32,Weekend,Clear,175,Medium
12,06:40,Weekend,Clear,797,Low
6,00:43,Weekday,Rainy,845,High
15,04:43,Weekend,Clear,1327,Medium
15,09:35,Weekend,Clear,1357,High
1,02:59,Weekend,Clear,1315,Medium
19,03:43,Weekend,Clear,1625,Medium
5,03:27,Weekend,Clear,619,Low
10,16:19,Weekday,Foggy,1778,High
15,05:06,Weekday,Clear,531,Low
8,01:04,Weekday,Clear,615,Low
11,02:20,Weekend,Clear,1503,Medium
2,11:53,Weekend,Clear,1654,Medium
13,11:11,Weekday,Clear,836,Medium
16,00:10,Weekend,Clear,1089,Medium
16,11:18,Weekday,Clear,854,Medium
13,08:00,Weekday,Foggy,1294,High
14,15:50,Weekday,Rainy,1638,High
10,04:40,Weekday,Clear,1099,Medium
3,10:55,Weekday,Rainy,752,Medium
2,19:26,Weekday,Rainy,1425,High
11,08:03,Weekend,Clear,645,Medium
9,23:06,Weekend,Clear,771,Low
4,13:03,Weekend,Clear,1930,Medium
17,08:57,Weekday,Clear,1822,High
15,20:57,Weekday,Clear,1157,Medium
5,15:03,Weekday,Clear,855,Medium
4,07:58,Weekend,Foggy,1886,High
12,18:38,Weekend,Clear,1624,High
15,23:39,Weekend,Rainy,1571,Medium
13,18:24,Weekend,Clear,712,Medium
1,16:18,Weekday,Clear,1475,Medium
11,06:10,Weekend,Clear,1491,Medium
17,10:50,Weekend,Clear,162,Low
8,07:38,Weekend,Clear,546,Medium
19,02:25,Weekday,Clear,532,Low
9,14:49,Weekend,Rainy,501,Medium
5,23:06,Weekend,Rainy,1119,Medium
19,17:44,Weekend,Clear,1455,High
4,08:44,Weekday,Clear,955,High
1,06:41,Weekend,Clear,1952,Medium
19,11:59,Weekend,Clear,1579,Medium
13,00:24,Weekend,Clear,1426,Medium
18,16:27,Weekend,Foggy,1239,Medium
18,20:24,Weekend,Rainy,884,Medium
18,11:42,Weekend,Clear,1657,Medium
13,00:33,Weekday,Clear,1406,Medium
17,13:56,Weekend,Clear,148,Low
14,04:40,Weekend,Clear,375,Low
13,04:41,Weekday,Clear,635,Low
11,09:11,Weekend,Foggy,583,High
6,15:35,Weekend,Clear,1655,Medium
16,06:01,Weekday,Clear,645,Low
12,20:38,Weekend,Rainy,1545,Medium
4,06:41,Weekday,Clear,591,Low
10,04:20,Weekday,Foggy,1883,High
15,08:25,Weekday,Clear,1175,High
7,00:15,Weekday,Clear,1399,Medium
3,07:06,Weekday,Clear,416,Medium
19,10:56,Weekend,Clear,1619,Medium
8,18:05,Weekend,Foggy,1532,High
13,17:11,Weekend,Clear,1933,High
19,12:02,Weekend,Rainy,1127,Medium
3,23:39,Weekday,Foggy,1665,High
17,19:21,Weekend,Clear,1840,High
12,21:23,Weekday,Clear,1547,High
14,01:53,Weekday,Clear,1792,High
8,12:35,Weekend,Clear,250,Low
13,09:01,Weekend,Rainy,146,High
14,19:02,Weekend,Rainy,811,High
8,07:23,Weekday,Foggy,1726,High
5,08:31,Weekend,Clear,1945,High
7,19:37,Weekend,Clear,1742,High
17,09:17,Weekend,Rainy,1480,High
1,18:53,Weekday,Clear,300,Medium
7,01:02,Weekend,Clear,1286,Medium
2,08:41,Weekday,Clear,511,Medium
10,07:12,Weekend,Clear,549,Medium
5,12:54,Weekend,Clear,737,Low
17,03:22,Weekend,Rainy,1448,Medium
2,11:12,Weekend,Clear,1556,Medium
